ProductCode,ProductName,MODEL,SKU_TYPE,CATEGORY,SUB_CATEGORY,SIZE_GROUP
8855671017794,HAIER เครื่องปรับอากาศ Inverter HSU-10VFA03T สีขาว,HSU-10VFA03T,SELLABLE,AC,Inverter,10KBTU↓
8855671017886,HAIER เครื่องปรับอากาศ Inverter ขนาด 24000 BTU HSU-24VFA03T สีขาว,HSU-24VFA03T,SELLABLE,AC,Inverter,24KBTU↑
S8855671014946,สินค้าตัวโชว์ HAIER  ตู้เย็น side by side ขนาด 16 คิว HRF-MD456GB สีดำ,HRF-MD456 GB,DEMO,RF,Multi Dr,15-19Q
8855671023078,HAIER เครื่องซักผ้าฝาบน SELF-CLEANING 14 กก. HWM140-1702DS:HAT/Top Load สีเทา,HWM140-1702DS,SELLABLE,WM,Top Load,10-14KG
8855671027366,HAIER เครื่องปรับอากาศ 9000 BTU รุ่น HSU-09CQRA03T สีขาว,HSU-09CQRA03T,SELLABLE,AC,Fix Speed,10KBTU↓
8855671014625,HAIER เครื่องซักผ้าอัตโนมัติ ขนาด 14 Kg. HWM140-1701D สีดำ-เงิน,HWM140-1701D,SELLABLE,WM,Top Load,10-14KG
8855671018159,HAIER ตู้เย็น 2 ประตู Navi Colling 8.4Q HRF-230 MNIDL สีเงิน,HRF-230MNIDL SV,SELLABLE,RF,2Dr,↓ 10Q
8855671024228,"Haier เครื่องปรับอากาศ แบบสี่ทิศทาง ขนาด 40,800 BTU รุ่น HCSI-40BTR32 (INVERTER) (ROUND FLOW INVERTER)",HCSI-40BTR32,SELLABLE,CAC,CASSETTE,0
8855671015806,HAIER เครื่องทำน้ำอุ่น ขนาด 3500 วัตต์ EI35EH-B สีขาว,EI35EH-B,SELLABLE,WH,Manual,3500W
8855671025492,HAIER เครื่องปรับอากาศ Inverter 12000BTU HSU-12VTRA03T สีขาว,HSU-12VTRA03T,SELLABLE,AC,Inverter,12-13KBTU
8855671021364,HAIER เครื่องปรับอากาศ ขนาด 18000 BTU HSU-18VNS03T(H) สีขาว,HSU-18VNS03T(H),SELLABLE,AC,Inverter,18KBTU
S8855671018333,สินค้าตัวโชว์ HAIER เครื่องซักผ้าฝาบน 12 kg. HWM120-1826T สีขาว,HWM120-1826T,DEMO,WM,Top Load,10-14KG
8855671021128,HAIER เครื่องปรับอากาศ INVERTER ขนาด 18000 BTU HSU-18VIP03T VIP Series สีขาว,HSU-18VIP03T,SELLABLE,AC,Inverter,18KBTU
8855671015868,HAIER เครื่องปรับอากาศ Fix Speed HSU-10CTR03T(H) สีขาว,HSU-10CTR03T(H),SELLABLE,AC,Fix Speed,10KBTU↓
8855671018838,HAIER เครื่องปรับอากาศ Inverter ขนาด 22800 BTU HSU-24VNS03T สีขาว,HSU-24VNS03T,SELLABLE,AC,Inverter,24KBTU↑
8855671027656,HAIER เครื่องปรับอากาศติดผนัง พรีเมียม Inverter ขนาด 24400 BTU รุ่น HSU-24VFRA03T สีขาว,HSU-24VFRA03T,SELLABLE,AC,Inverter,24KBTU↑
8855671020862,HAIER เครื่องทำน้ำอุ่น 3500วัตต์ Eco Series  EI35M(AES) สีเงิน,EI35M(AES),SELLABLE,WH,Manual,3500W
S8855671025195,สินค้าตัวโชว์ HAIER เครื่องทำน้ำอุ่น ขนาด 4500 วัตต์ EI45A2(W) สีขาว,EI45A2(W),MOCK_UP,WH,Manual,4500W
6971926017653,HAIER โทรทัศน์ 39 นิ้ว  LE39K8000 สีดำ,LE39K8000,SELLABLE,TV,FHD,↓ 43"
8855671016261,HAIER ตู้แช่ ฝาทึบ 15.2 คิว HCF-478H-2 สีขาว,HCF-478H-2,SELLABLE,FZ,Chest,15-19.9Q
8855671025089,HAIER เตาแม่เหล็กไฟฟ้า A3B สีดำ,A3B,SELLABLE,SDA,Induction Cooker,0
8855671018807,HAIER เครื่องปรับอากาศ Inverter ขนาด 17100 BTU HSU-18VNS03T สีขาว,HSU-18VNS03T,SELLABLE,AC,Inverter,18KBTU
S8855671019279,สินค้าตัวโชว์ HAIER เครื่องซักผ้าฝาบน 8 กก.  HWM80-1708T สีขาว,HWM80-1708T,DEMO,WM,Top Load,↓ 10KG
8855671030878,HAIER ตู้แช่ไวน์  JC-198 54.3Q 84 ขวด สีดำ,JC-198,SELLABLE,FZ,Wine,84Bottle
8855671027564,HAIER เครื่องปรับอากาศติดผนัง พรีเมียม Inverter ขนาด 9500 BTU รุ่น HSU-10VFRA03T สีขาว,HSU-10VFRA03T,SELLABLE,AC,Inverter,10KBTU↓
6930265383966,HAIER ตู้แช่ 2 ระบบ Low Frost 7.0 คิว FST-228H-2 สีขาว,FST-228H-2,SELLABLE,FZ,Chest,↓ 10Q
8855671016445,HAIER ตู้แช่2 ระบบ 3.7คิว HCF-108H-2A (WW) สีขาว,HCF-108H-2A WW,SELLABLE,FZ,Chest,↓ 10Q
8855671021098,HAIER เครื่องปรับอากาศ INVERTER ขนาด 12031BTU HSU-13VIP03T VIP Series สีขาว,HSU-13VIP03T,SELLABLE,AC,Inverter,12-13KBTU
8855671014151,"Haier เครื่องปรับอากาศ แบบตั้งแขวน Fix Speed 40,536 BTU. HCFU-40CS410A",HCFU-40CS410A,SELLABLE,CAC,CEILING,0
8855671022408,HAIER เครื่องซักผ้าฝาบน 12 Kg Top Load Fully Automatic HWM120-1701RS Self-Cleaning สีดำ,HWM120-1701RS,SELLABLE,WM,Top Load,10-14KG
8855671030779,"Haier เครื่องปรับอากาศแบบตั้งแขวน Inverter CFI-30PSR32 (220V.) R32 30,070 BTU.",HCFI-30PSR32,SELLABLE,CAC,CEILING,0
8855671019347,HAIER เครื่องซักผ้า 2 ถังกึ่งอัตโนมัติ 10 กก. HWM-T100 OXI สีขาว,HWM-T100 OXI,SELLABLE,WM,Twin Tub,10-14KG
8855671021166,HAIER ตู้แช่ฝาทึบ ขนาด 15.2คิว HCF-478C สีขาว,HCF-478C,SELLABLE,FZ,Chest,15-19.9Q
8855671026574,"HAIER เครื่องปรับอากาศ Inverter ขนาด 24,000 BTU HSU-24VTRA03T สีขาว",HSU-24VTRA03T,SELLABLE,AC,Inverter,24KBTU↑
S8855671018050,สินค้าตัวโชว์ HAIER เครื่องซักผ้าฝาหน้า 7 กก.  HW70-BP10829 สีขาว,HW70-BP10829,DEMO,WM,Front Load,↓ 10KG
8855671026277,HAIER เครื่องนึ่งอบฆ่าเชื้อขวดนม BB3000-GS สีขาว,BB3000-GS,SELLABLE,SDA,Other,0
8855671018135,HAIER ตู้แช่แนวตั้ง ขนาด 8 คิว BD-226WL สีทอง,BD-226WL,SELLABLE,FZ,Vertical,↓ 10Q
6971926015277,HAIER SMART ทีวี Android ขนาด 58 นิ้ว H58K6UG สีดำ,H58K6UG,SELLABLE,TV,UHD,55-58"
8855671026765,HAIER ตู้แช่แข็งฝาทึบ ขนาด 25.4 คิว  HCF-728DP สีขาว,HCF-728DP,SELLABLE,FZ,Chest,20Q ↑
8855671019217,HAIER ตู้แช่เบียร์วุ้น ขนาด 142L/ 5Q จุได้ 40 ขวด HCF-SB08FL สีขาว,HCF-SB208,SELLABLE,FZ,Chest,↓ 10Q
8855671024105,Haier เครื่องปรับอากาศสี่ทิศทาง ขนาด 32000 BTU รุ่น HCSI-30BSR32 สีขาว,HCSI-30BSR32,SELLABLE,CAC,CASSETTE,0
8855671018715,HAIER เตาแก๊สแบบฝังหน้ากระจก 2 หัวเตา HGH302G สีดำ,HGH302G,SELLABLE,KT,Hob,0
8855671018678,เตาไฟฟ้าแบบฝัง 2 หัวเตา HIH302T-B1 Haier,HIH302T-B1,SELLABLE,KT,Hob,0
8855671023368,HAIER หม้อหุงข้าวดิจิตอล 1 ลิตร HRC-E11201W สีขาว,HRC-E11201W,SELLABLE,SDA,Rice Cooker,0
8855671017695,HAIER ตู้เย็น 1 ประตู  ขนาด 5.2 คิว MUSE SERIES  HR-CEQ15 สีเทา,HR-CEQ15 HS,SELLABLE,RF,1Dr,↓ 10Q
8859474601372,Haier ตู้เย็น 1 ประตู 5.2 คิว รุ่น HR-DMBX15 CB สีน้ำเงิน,HR-DMBX15 CB,SELLABLE,RF,1Dr,↓ 10Q
8859474601389,Haier ตู้เย็น 1 ประตู 5.2 คิว รุ่น HR-DMBX15 CC สีช็อคโกแลต,HR-DMBX15 CC,SELLABLE,RF,1Dr,↓ 10Q
8859474601419,HAIER ตู้เย็น 1 ประตู 5.2 คิว HR-DMBX15 CG สีทอง,HR-DMBX15 CG,SELLABLE,RF,1Dr,↓ 10Q
8859474601402,Haier ตู้เย็น 1 ประตู 5.2 คิว รุ่น HR-DMBX15 CP สีม่วง ,HR-DMBX15 CP,SELLABLE,RF,1Dr,↓ 10Q
8859474601433,Haier ตู้เย็น 1 ประตู 6.3 คิว รุ่น HR-DMBX18 CB สีน้ำเงิน,HR-DMBX18 CB,SELLABLE,RF,1Dr,↓ 10Q
8859474601440,Haier ตู้เย็น 1 ประตู 6.3 คิว รุ่น HR-DMBX18 CC สีช็อคโกแลต,HR-DMBX18 CC,SELLABLE,RF,1Dr,↓ 10Q
8936017277659,HAIER ตู้เย็น 2 ประตู ฟรีซล่าง INVERTER 11.4 คิว  HRF-BM325GI สีดำ,HRF-BM325GI,SELLABLE,RF,BM,10-14Q
8855671023184,HAIER ตู้เย็น 4 ประตู 12 คิว  HRF-MD350 GB สีดำ,HRF-MD350 GB,SELLABLE,RF,Multi Dr,10-14Q
6901018064104,HAIER ตู้เย็น 4 ประตูหน้าบานกระจกแก้ว 22.6 คิว HRF-MD620 สีดำคริสตัล,HRF-MD620GB,SELLABLE,RF,Multi Dr,20Q ↑
8855671015189,HAIER ตู้เย็น side by side ขนาด 18.6 คิว HRF-SBS528GB สีดำ,HRF-SBS528 GB,SELLABLE,RF,SBS,15-19Q
8855671015196,HAIER INVETER ตู้เย็น SIDE BY SIDE  ขนาด 18.6 คิว  HRF-SBS528GG สีทอง,HRF-SBS528 GG,SELLABLE,RF,SBS,15-19Q
8855671015172,ตู้เย็น SIDE BY SIDE  HAIER INVETER ขนาด 18.6 คิว รุ่น HRF-SBS582GS สีเทา,HRF-SBS528 GS,SELLABLE,RF,SBS,15-19Q
8855671021982,HAIER ตู้เย็น SBS 21.3 คิว HRF-SBS600 สีกระจกสีน้ำตาล,HRF-SBS600 GBR,SELLABLE,RF,SBS,20Q ↑
8855671017152,HAIER ตู้เย็น 2 ประตู  ขนาด 7.8 คิว  HRF-TMB22N สีเทา,HRF-TMB22N,SELLABLE,RF,2Dr,↓ 10Q
8855671017282,HAIER ตู้เย็น 2 ประตู  INVETER ขนาด 8.6 คิว  HRF-TMB24I สีเทา,HRF-TMB24I MB,SELLABLE,RF,2Dr,0
8855671022897,HAIER ตู้เย็น 1 ประตู 5.5 คิว HR-HM15 PS สีเงิน,HR-HM15 PS,SELLABLE,RF,1Dr,↓ 10Q
8855671018036,HAIER เครื่องซักผ้าอบผ้า Front Load 525 series 10/7 KG HWD100-B14876U1 สีขาว,HW100-B14876,SELLABLE,WM,Front Load,10-14KG
8855671022873,HAIER เครื่องซักผ้าฝาหน้า 10kg BLDC inverter HW100-BP10829 สีขาว,HW100-BP10829,SELLABLE,WM,Front Load,10-14KG
8855671025058,HAIER เครื่องซักผ้าฝาหน้า ขนาด 10 Kg. รุ่น HW100-BP14959S6 สี dark gray,HW100-BP14959S6,SELLABLE,WM,Front Load,10-14KG
8855671018043,HAIER เครื่องซักผ้าฝาหน้า อินเวอร์เตอร์ 12 กก. HW120-BD14876 สีเทา,HW120-BD14876,SELLABLE,WM,Front Load,10-14KG
8855671017039,HAIER เครื่องซักผ้า ฝาหน้า 7 KG. HW70-BP12636S สีขาว,HW70-BP10829,SELLABLE,WM,Front Load,↓ 10KG
8855671022842,HAIER เครื่องซักอบผ้าฝาหน้า อินเวอร์เตอร์ 15/10 กก. HWD150-B1601U1 สีเงิน,HWD150-B1601U1,SELLABLE,WM,FL Wash&Dry,15-19KG
8855671014656,HAIER เครื่องซักผ้าอัตโนมัติ ขนาด 10 Kg. HWM100-1701R สีขาว,HWM100-1826T,SELLABLE,WM,Top Load,10-14KG
8855671026017,HAIER เครื่องซักผ้าหยอดเหรียญฝาบน ขนาด 10 Kg. HWM100-1826T CB สีซิลเวอร์,HWM100-1826T(CB),SELLABLE,WM,Top Load,10-14KG
8855671019354,HAIER เครื่องซักผ้า 2 ถัง กึ่งอัตโนมัติ 12 กก. HWM-T120 OXI สีเทาอ่อน,HWM120,SELLABLE,WM,Top Load,10-14KG
8855671014663,HAIER เครื่องซักผ้าอัติโนมัติ ขนาด 12 Kg. HWM120-1701R สีขาว,HWM120-1826T,SELLABLE,WM,Top Load,10-14KG
8855671021777,HAIER เครื่องซักผ้าฝาบน SELF-CLEANING 13 กก. HWM130-1702DS  สีเทา,HWM130-1702DS,SELLABLE,WM,Top Load,10-14KG
8855671026031,HAIER เครื่องซักผ้าหยอดเหรียญฝาบน ขนาด 14 Kg. HWM140-1826T CB สีซิลเวอร์,HWM140-1826T(CB),SELLABLE,WM,Top Load,10-14KG
8855671019361,HAIER เครื่องซักผ้า 2 ถัง กึ่งอัตโนมัติ 14 กก. HWM-T140 OXI สีเทาอ่อน,HWM140 OXIGB,SELLABLE,WM,Top Load,10-14KG
8855671018111,HAIER ตู้แช่ไวน์ Wine Cellar  JC-360 สีดำ,JC-360,SELLABLE,FZ,Wine,171Bottle
8855671026130,HAIER ตู้แช่เย็น 3 ประตู ขนาด 55.3 คิว (1564L) SC-2600PCS3-V3 สีขาว,SC-2600PCS3-V3,SELLABLE,FZ,Beverage,20Q ↑
885567101442,HAIER เครื่องปรับอากาศ Inverter ขนาด 9000 BTU HSU-10VNQ03T (N) สีขาว,HSU-10VNQ03T,SELLABLE,AC,Inverter,10KBTU↓
8855671016766,HAIER เครื่องปรับอากาศ Inverter ขนาด 18000 BTU HSU-18VNR03T สีขาว,HSU-18VNR03T,SELLABLE,AC,Inverter,18KBTU
S8855671022125,สินค้าตัวโชว์ HAIER เครื่องปรับอากาศ Fix speed ขนาด 18000 BTU HSU-18CTB03T สีขาว,HSU-18CTB03T,MOCK_UP,AC,Fix Speed,18KBTU
S8855671025461,สินค้าตัวโชว์ HAIER เครื่องปรับอากาศ Inverter ขนาด 9000 BTU HSU-09VTRA03T สีขาว,HSU-09VTRA03T,MOCK_UP,AC,Inverter,10KBTU↓
S8855671025522,สินค้าตัวโชว์ HAIER เครื่องปรับอากาศ Inverter ขนาด 18000 BTU HSU-18VTRA03T สีขาว,HSU-18VTRA03T,MOCK_UP,AC,Inverter,18KBTU
S8855671026574,"สินค้าตัวโชว์ HAIER เครื่องปรับอากาศ Inverter ขนาด 24,000 BTU HSU-24VTRA03T สีขาว",HSU-24VTRA03T,MOCK_UP,AC,Inverter,24KBTU↑
885567000000,HAIER เครื่องปรับอากาศ Inverter ขนาด 9000 BTU HSU-10VNQ03T (N) สีขาว,HSU-10VNQ03T,SELLABLE,AC,Inverter,10KBTU↓
8855671024198,"Haier เครื่องปรับอากาศแบบฝังใต้ฝ้าสี่ทิศทาง ขนาด 40,800 BTU รุ่น HCSI-40BSR32",HCSI-40BSR32,SELLABLE,CAC,CASSETTE,0
885567102436,Haier เครื่องปรับอากาศสี่ทิศทาง Round Flow รุ่น HCSI-36BSR32 สีขาว,HCSI-36BSR32,SELLABLE,CAC,CASSETTE,0
8855671012072,ตู้แช่ฝาทึบ Haier 5.0 คิว/142 ลิตร สีขาว รุ่น HCF-208H-2 (N),HCF-208H-2,SELLABLE,FZ,Chest,↓ 10Q
8855671012089,ตู้แช่ฝาทึบ Haier 6.9 คิว/198 ลิตร สีขาว รุ่น HCF-228H-2 (N2),HCF-228H-2,SELLABLE,FZ,Chest,↓ 10Q
8855671012096,ตู้แช่ฝาทึบ Haier 11.2 คิว/319 ลิตร สีขาว รุ่น HCF-368H-2 (N2),HCF-368H-2,SELLABLE,FZ,Chest,10-14.9Q
8855671012119,HAIER ตู้แช่ฝาทึบ  15.2 คิว/429 ลิตร  HCF-478H-2 (N2) สีขาว,HCF-478H-2,SELLABLE,FZ,Chest,15-19.9Q
8855671016230,HAIER ตู้แช่ 2 ระบบ 6.9 คิว HCF-228H-2 สีขาว,HCF-228H-2,SELLABLE,FZ,Chest,↓ 10Q
8855671019897,HAIER ตู้แช่เครื่องดื่ม 3 ประตู 57 คิว SC-2600PCS3-V2 สีขาว,SC-2600PCS3-V2,SELLABLE,FZ,Beverage,20Q ↑
8855671020220,HAIER ตู้แช่เครื่องดื่ม 1 ประตู 7.4 คิว SC-240BC สีขาว,SC-240BC,SELLABLE,FZ,Beverage,↓ 10Q
8855671021180,HAIER ตู้แช่ฝาทึบ 2 ระบบ 25.4 คิว HCF-728C สีขาว,HCF-728C,SELLABLE,FZ,Chest,20Q ↑
S8855671021166,สินค้าตัวโชว์ HAIER  ตู้แช่ฝาทึบ ขนาด 15.2 คิว  HCF-478C สีขาว,HCF-478C,DEMO,FZ,Chest,15-19.9Q
6930270000000,HAIER ตู้แช่ฝาทึบ 2 ระบบ ขนาด 3.5 คิว รุ่น HCF-108C2 สีขาว,HCF-108C2,SELLABLE,FZ,Chest,↓ 10Q
8855671016315,ตู้แช่ 2 ระบบ 13 คิว FCD395H-2,FCD395H-2,SELLABLE,FZ,Chest,10-14.9Q
8855671018609,HAIER เตาแก๊สแบบฝังหน้ากระจก 2 หัวเตา HGH732K-B2,HGH732K-B2,SELLABLE,KT,Hob,0
8855671018616,HAIER เตาแก๊สแบบฝังหน้ากระจก 2 หัวเตา HGH732KF-B2 สีดำ,HGH732KF-B2,SELLABLE,KT,Hob,0
8855671018692,HAIER เตาไฟฟ้าแบบฝัง 2 หัวเตา HCH302T-B1 สีดำ,HCH302T-B1,SELLABLE,KT,Hob,0
8855671019286,HAIER เตาแก๊สหน้ากระจกแบบตั้งโต๊ะ 2 หัวเตาผสม HDH722-T สีดำ,HDH722-T,SELLABLE,KT,Hob,0
8855671022620,HAIER เตาแก๊สตั้งโต๊ะหน้ากระจก 2 หัวเตาผสม HGH-TG753,HGH-TG753,SELLABLE,KT,Hob,0
8855671017312,HAIER ตู้เย็น 2 ประตู  INVETER ขนาด 11.9 คิว HRF-TMB34I สีเทา,HRF-TMB34I,SELLABLE,RF,2Dr,10-14Q
8855671017701,ตู้เย็น 1 ประตู HAIER ขนาด 6.3 คิว MUSE SERIES รุ่น HR-CEQ18 สีฟ้า,HR-CEQ18X CB,SELLABLE,RF,1Dr,↓ 10Q
8855671017718,HAIER ตู้เย็น 1 ประตู ขนาด 6.3 คิว MUSE SERIES  HR-CEQ18 สีเขียว,HR-CEQ18 HG,SELLABLE,RF,1Dr,↓ 10Q
8855671017725,ตู้เย็น 1 ประตู HAIER ขนาด 6.3 คิว MUSE SERIES รุ่น HR-CEQ18 สีส้ม,HR-CEQ18 HO,SELLABLE,RF,1Dr,↓ 10Q
8855671017732,HAIER ตู้เย็น 1 ประตู ขนาด 6.3 คิว  MUSE SERIES  HR-CEQ18 สีชมพู,HR-CEQ18X CP,SELLABLE,RF,1Dr,↓ 10Q
8855671017749,HAIER ตู้เย็น 1 ประตู  ขนาด 6.3 คิว MUSE SERIES  HR-CEQ18 สีเทา,HR-CEQ18X CS,SELLABLE,RF,1Dr,↓ 10Q
S8855671022460,สินค้าตัวโชว์ HAIER ตู้เย็น 2 ประตู ขนาด 15.4 คิว  HRF-THM42I สีเทา,HRF-THM42I,DEMO,RF,2Dr,10-14Q
8936020000000,HAIER ตู้เย็น 2 ประตู ฟรีซล่าง INVERTER 11.4 คิว  HRF-BM325GI สีดำ,HRF-BM325GI,SELLABLE,RF,BM,10-14Q
S8855671023276,สินค้าตัวโชว์ HAIER ไมโครเวฟ ขนาด 20 ลิตร HMW-M2002S สีซิลเวอร์,HMW-M2002S,DEMO,SDA,Microwave,0
S8855671023283,สินค้าตัวโชว์ HAIER ไมโครเวฟ ขนาด 23 ลิตร HMW-M2301W สีขาว,HMW-M2301W,DEMO,SDA,Microwave,0
S8855671023368,สินค้าตัวโชว์ HAIER หม้อหุงข้าวดิจิตอล 1 ลิตร HRC-E11201W สีขาว,HRC-E11201W,DEMO,SDA,Rice Cooker,0
S8855671023399,สินค้าตัวโชว์ HAIER หม้อหุงข้าว 1.8 ลิตร HRC-M11801W สีชมพู,HRC-M11801W,DEMO,SDA,Rice Cooker,0
S8855671023429,สินค้าตัวโชว์ HAIER หม้อหุงข้าว1.8 ลิตร HRC-E11804B สีดำ,HRC-E11804B,DEMO,SDA,Rice Cooker,0
S8855671024990,สินค้าตัวโชว์ HAIER เครื่องปั่นอเนกประสงค์ 500W ขนาด 1.5 ลิตร รุ่น HBL-3320 สีเทา,HBL-3320,DEMO,SDA,Blender,0
S8855671026048,สินค้าตัวโชว์ HAIER เครื่องบดอาหาร ความจุ 0.9 ลิตร HFP7723A สีเงิน,HFP7723A,DEMO,SDA,Food Processor,0
6925876326808,HAIER โทรทัศน์ ขนาด 43 นิ้ว LE43K6500A สีดำ,LE43K6500A,SELLABLE,TV,FHD,43-50"
6925876329205,HAIER โทรทัศน์ 40 นิ้ว LE40K6000 สีดำ,LE40K6000,SELLABLE,TV,FHD,↓ 43"
6971926011576,HAIER สมาร์ททีวี UHD LED 65 นิ้ว LE65M9000UA สีดำ,LE65M9000UA,SELLABLE,TV,FHD,65-70"
6971926012139,HAIER สมาร์ททีวี 58 นิ้ว LE58K6500UA สีดำ,LE58K6500UA,SELLABLE,TV,UHD,55-58"
6971926014195,HAIER โทรทัศน์ Digital Miracast Full HD ขนาด 42 นิ้ว LE42K8000 สีดำ,LE42K8000,SELLABLE,TV,FHD,↓ 43"
6971926015208,HAIER SMART ทีวี Android ขนาด 55 นิ้ว LE55B9600U สีดำ,LE55B9600U,SELLABLE,TV,UHD,55-58"
6971926015666,HAIER  ทีวี 32นิ้ว  Smart Android 9 จอ LED  DigitalTV  รุ่น LE32M9000A สีดำ,LE32M9000A,SELLABLE,TV,FHD,↓ 43"
6971926017684,HAIER โทรทัศน์ Digital 32 นิ้ว LE32B9600T สีดำ,LE32B9600T,SELLABLE,TV,FHD,↓ 43"
6971926017707,HAIER โทรทัศน์ Smart TV 49 นิ้ว LE49K6500UA สีดำ,LE49K6500UA,SELLABLE,TV,FHD,43-50"
657206000000,HAIER Smart TV ขนาด 32 นิ้ว รุ่น H32S80EFX สีดำ,H32S80EFX,SELLABLE,TV,QLED,↓ 43"
6925880000000,HAIER โทรทัศน์ ขนาด 43 นิ้ว LE43K6500A สีดำ,LE43K6500A,SELLABLE,TV,FHD,43-50"
6976450000000,HAIER Smart TV ขนาด 75 นิ้ว รุ่น H75S800UX สีดำ,H75S800UX,SELLABLE,TV,QLED,75" ↑
0657206495323,HAIER Smart TV ขนาด 32 นิ้ว รุ่น H32S80EFX สีดำ,H32S80EFX,SELLABLE,TV,QLED,↓ 43"
S6976454830019,สินค้าตัวโชว์ HAIER Smart TV ขนาด 75 นิ้ว รุ่น H75S800UX สีดำ,H75S800UX,DEMO,TV,QLED,75" ↑
S8855671033336,สินค้าตัวโชว์ HAIER Smart TV Android ขนาด 43 นิ้ว รุ่น H43S80EUX สีดำ,H43S80EUX,DEMO,TV,QLED,43-50"
8855671020879,HAIER เครื่องทำน้ำอุ่น 4500วัตต์ Eco Series  EI45M(AE) สีขาว,EI45M(AE),SELLABLE,WH,Manual,4500W
8855671020954,HAIER เครื่องทำน้ำอุ่น 4500 วัตต์ Mechanical Series  EI45E(DG) สีทอง,EI45E(DG),SELLABLE,WH,Digital,4500W
8855671022750,HAIER เครื่องทำน้ำอุ่น ขนาด 3500 วัตต์ EI35G2(G) Digital LED สีทอง,EI35G2(G),SELLABLE,WH,Digital,3500W
8855671022774,HAIER เครื่องทำน้ำอุ่น ขนาด 6000 วัตต์  EI60G2(G) Digital LED สีทอง,EI60G2(G),SELLABLE,WH,Digital,6000W
S8855671022736,สินค้าตัวโชว์ HAIER เครื่องทำน้ำอุ่น ขนาด 3500 วัตต์ EI35G1(S) Digital สีเทา,EI35G1(S),MOCK_UP,WH,Digital,3500W
S8855671022743,สินค้าตัวโชว์ HAIER เครื่องทำน้ำอุ่น ขนาด 4500 วัตต์ EI45G1(S) Digital สีเทา,EI45G1(S),MOCK_UP,WH,Manual,4500W
S8855671022798,สินค้าตัวโชว์ HAIER เครื่องทำน้ำอุ่น ขนาด 3500 วัตต์ EI35M1(S) สีเทา,EI35M1(S),MOCK_UP,WH,Manual,3500W
S8855671022804,สินค้าตัวโชว์ Haier เครื่องทำน้ำอุ่น ขนาด 4500 วัตต์ EI45M1(W) สีขาว,EI45M1(W),MOCK_UP,WH,Manual,4500W
8855671014632,เครื่องซักผ้าอัติโนมัติ Haier ขนาด 17 Kg.  รุ่น HWM170-1701D,HWM170-1701D,SELLABLE,WM,Top Load,15-19KG
8855671014670,HAIER เครื่องซักผ้าอัตโนมัติ ขนาด 14 Kg. HWM140-1701R สีขาว,HWM140-1701R,SELLABLE,WM,Top Load,10-14KG
8855671014847,HAIER เครื่องซักผ้า 2 ถัง ขนาด 13 Kg. HWM-T130N สีเทา,HWM-T130N,SELLABLE,WM,Twin Tub,10-14KG
8855671014854,HAIER เครื่องซักผ้า 2 ถัง ขนาด 15 Kg. HWM-T150N สีเทา,HWM-T150N,SELLABLE,WM,Twin Tub,15-19KG
8855671016988,HAIER เครื่องซักผ้าฝาบน 12 KG. HWM120-1701D สีเทา,HWM120-1701D,SELLABLE,WM,Top Load,10-14KG
8855671017015,HAIER เครื่องซักผ้า ฝาหน้า 9 KG. HW90-BP12636S สีเงิน,HW90-BP12636S,SELLABLE,WM,Front Load,↓ 10KG
8855671020749,HAIER เครื่องซักผ้า 2 ถัง กึ่งอัตโนมัติ ขนาด Wash13 kg / Spin10 kg HWM-T130N2,HWM-T130N2,SELLABLE,WM,Twin Tub,10-14KG
8855671021965,HAIER เครื่องซักผ้าฝาบน 14 กก. HWM140-1826T สีขาว,HWM140-1826T,SELLABLE,WM,Top Load,10-14KG
S8855671020749,สินค้าตัวโชว์ HAIER เครื่องซักผ้า 2 ถัง กึ่งอัตโนมัติ ขนาด Wash 13 kg HWM-T130N2,HWM-T130N2,DEMO,WM,Twin Tub,10-14KG
S8855671021965,สินค้าตัวโชว์ HAIER เครื่องซักผ้า ฝาบน 14 กก. HWM140-1826T สีขาว,HWM140-1826T,DEMO,WM,Top Load,10-14KG
S8855671023078,สินค้าตัวโชว์ HAIER เครื่องซักผ้าฝาบน SELF-CLEANING 14กก.  HWM140-1702DS  สีเทา,HWM140-1702DS,DEMO,WM,Top Load,10-14KG
8855671019392,HAIER ตู้เย็น 1 ประตู ขนาด 5.2 คิว  HR-DMB15 CS สีซิลเวอร์,HR-DMB15 CS,SELLABLE,RF,1Dr,↓ 10Q
8855671019408,Haier ตู้เย็น 1 ประตู ขนาด 5.2 คิว รุ่น HR-DMB15 CB สีน้ำเงิน ,HR-DMB15 CB,SELLABLE,RF,1Dr,↓ 10Q
8855671019415,HAIER ตู้เย็น 1 ประตู ขนาด 5.2 คิว HR-DMB15 CC สีช็อคโกแลต,HR-DMB15 CC,SELLABLE,RF,1Dr,↓ 10Q
8855671019422,HAIER ตู้เย็น 1 ประตู ขนาด 5.2 คิว HR-DMB15 CO สีทอง,HR-DMB15 CO,SELLABLE,RF,1Dr,↓ 10Q
8855671019439,HAIER ตู้เย็น 1 ประตู ขนาด 5.2 คิว HR-DMB15 CP สีม่วง,HR-DMB15 CP,SELLABLE,RF,1Dr,↓ 10Q
8855671019446,HAIER ตู้เย็น 1 ประตู ขนาด 6.3 คิว HR-DMB18 CS สีซิลเวอร์,HR-DMB18 CS,SELLABLE,RF,1Dr,↓ 10Q
